21.07.2023                                                                                               Salida dinámica de lista                                                                                                                                                     1

21.07.2023				                                                                                                                          PEDIDOS PENDIENTES																				  1

PEDIDOS PENDIENTES

		OrgVt	CDis		BqEn	Solic.	PrimFeEntr	ÚltEntrega	FePrefEnt.	ClVt	    Valor neto	Mon.	Doc.venta	ST	Solicitante	Nº pedido cliente	Descrip.breve	Nº de cliente 1	Contador de pedidos	Dirección	Barrio	Población	Teléfono
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      807,544	COP	903156635	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV - MARCELA VASQUEZ BERMUDEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      807,544	COP	903156635	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ÉXITO LA CEJA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-LADY MEJIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156626	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO - ALMACENES POMONA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CARULLA POBLADO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV-LILIANA JEANNETH TINJACA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV - MARCELA VASQUEZ BERMUDEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      322,680	COP	903156628	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO LA CENTRAL	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-LADY MEJIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       19,159	COP	903156650	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO - ALMACENES POMONA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CARULLA SAN LUCAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV-LILIANA JEANNETH TINJACA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV - MARCELA VASQUEZ BERMUDEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,163,736	COP	903156647	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO COLOMBIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-LADY MEJIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	      276,306	COP	903156618	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO ITAGUI	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV - MARCELA VASQUEZ BERMUDEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       38,318	COP	903156631	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO PLAZA FABRICATO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       73,940	COP	903156636	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-LADY MEJIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	EXITO ENVIGADO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV - MARCELA VASQUEZ BERMUDEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	    1,508,996	COP	903156651	C	ALMACENES EXITO SA	0020679423	Tratado completamente	PLATAFORMA MEDELLIN ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       76,636	COP	903156624	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       76,636	COP	903156624	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CEDI LAS VEGAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       76,636	COP	903156624	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       76,636	COP	903156624	C	ALMACENES EXITO SA	0020679423	Tratado completamente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       76,636	COP	903156624	C	ALMACENES EXITO SA	0020679423	Tratado completamente	ÉXITO DEL ESTE	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	20.07.2023	25.07.2023	25.07.2023	ZEDI	       76,636	COP	903156624	C	ALMACENES EXITO SA	0020679423	Tratado completamente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
