21.07.2023                                                                                                         Salida dinámica de lista                                                                                                                                                               1


	Can.distr.	Denomin.	Seccion	Estado	Solic.	Nombre	Pedido	Clase Pedi	Creado el	Nº ped.cliente	Posición	Material	Vlr.Neto P	Moneda	Cantidad P	Cantidad C	UM venta	Vlr.Neto C	Status Glo	Status Tot	Status Ent	Status Ent	Status Ent
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100647	KARINA  BRIEVA PAJARO	903155326	ZKL	17.07.2023		      50	PB0076429	         0	COP	        18	        18	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100647	KARINA  BRIEVA PAJARO	903155326	ZKL	17.07.2023		      30	PB0085967	         0	COP	        24	        24	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100647	KARINA  BRIEVA PAJARO	903155326	ZKL	17.07.2023		      20	PB0079615	         0	COP	        41	        41	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100647	KARINA  BRIEVA PAJARO	903155326	ZKL	17.07.2023		      10	PB0082915	         0	COP	       100	       100	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100686	YOHANA MARCELA HERRERA RAMIREZ	903155327	ZKL	17.07.2023		      10	PB0082915	         0	COP	         5	         5	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100686	YOHANA MARCELA HERRERA RAMIREZ	903155327	ZKL	17.07.2023		      20	PB0079615	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100686	YOHANA MARCELA HERRERA RAMIREZ	903155327	ZKL	17.07.2023		      30	PB0085967	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100686	YOHANA MARCELA HERRERA RAMIREZ	903155327	ZKL	17.07.2023		      50	PB0076429	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100814	RUBYS STELLA PEREZ	903155328	ZKL	17.07.2023		      10	PB0082915	         0	COP	        30	        30	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100814	RUBYS STELLA PEREZ	903155328	ZKL	17.07.2023		      20	PB0079615	         0	COP	        12	        12	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100814	RUBYS STELLA PEREZ	903155328	ZKL	17.07.2023		      30	PB0085967	         0	COP	         6	         6	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100814	RUBYS STELLA PEREZ	903155328	ZKL	17.07.2023		      50	PB0076429	         0	COP	         6	         6	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		     110	PB0079854	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		     100	PB0069810	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      90	PB0085967	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      80	PB0080350	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      70	PB0085969	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      60	PB0069806	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      50	PB0076429	         0	COP	         5	         5	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      30	PB0085967	         0	COP	        10	        10	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      20	PB0079615	         0	COP	        14	        14	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100855	OSIRIS GUARDELA OLIVEROS	903155329	ZKL	17.07.2023		      10	PB0082915	         0	COP	        28	        28	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100857	SULY DEL CARMEN YEJAS TOVIO	903155330	ZKL	17.07.2023		      10	PB0082915	         0	COP	        25	        25	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100857	SULY DEL CARMEN YEJAS TOVIO	903155330	ZKL	17.07.2023		      20	PB0079615	         0	COP	        10	        10	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100857	SULY DEL CARMEN YEJAS TOVIO	903155330	ZKL	17.07.2023		      30	PB0085967	         0	COP	         5	         5	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	100857	SULY DEL CARMEN YEJAS TOVIO	903155330	ZKL	17.07.2023		      50	PB0076429	         0	COP	         5	         5	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		      80	PB0076429	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		      70	PB0085969	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		      60	PB0069806	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		     100	PB0085967	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		     110	PB0079615	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		     120	PB0074088	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		     130	PB0069806	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		      50	PB0076429	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		      30	PB0085967	         0	COP	        12	        12	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		      20	PB0079615	         0	COP	        15	        15	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101066	ORFABY   OVIEDO  LOZADA	903155331	ZKL	17.07.2023		      10	PB0082915	         0	COP	        29	        29	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      10	PB0082915	         0	COP	        32	        32	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      20	PB0079615	         0	COP	        17	        17	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      30	PB0085967	         0	COP	        11	        11	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      50	PB0076429	         0	COP	         6	         6	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      60	PB0069806	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		     110	PB0079854	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		     100	PB0069810	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      90	PB0085967	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      70	PB0085969	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101496	RV - VIVIANA MARITZA TINJACA QUILAG	903155332	ZKL	17.07.2023		      80	PB0080350	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      30	PB0085967	         0	COP	        17	        17	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      50	PB0076429	         0	COP	         3	         3	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      60	PB0069806	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      70	PB0085969	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      80	PB0076429	         0	COP	         3	         3	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      90	PB0080350	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		     110	PB0085967	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		     120	PB0079615	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		     130	PB0074088	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		     140	PB0069810	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		     150	PB0069806	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		     160	PB0079854	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		     170	PB0086816	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      20	PB0079615	         0	COP	        20	        20	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	101698	CPV-DIANA MELISA DUQUE	903155333	ZKL	17.07.2023		      10	PB0082915	         0	COP	        33	        33	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102195	RV-SOLBEY YURLEY SAENZ	903155334	ZKL	17.07.2023		      10	PB0082915	         0	COP	         5	         5	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102195	RV-SOLBEY YURLEY SAENZ	903155334	ZKL	17.07.2023		      20	PB0079615	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102195	RV-SOLBEY YURLEY SAENZ	903155334	ZKL	17.07.2023		      30	PB0085967	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102195	RV-SOLBEY YURLEY SAENZ	903155334	ZKL	17.07.2023		      50	PB0076429	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102245	CPV-SHIRLEYS LOPEZ MARIMON	903155335	ZKL	17.07.2023		      10	PB0082915	         0	COP	        10	        10	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102245	CPV-SHIRLEYS LOPEZ MARIMON	903155335	ZKL	17.07.2023		      20	PB0079615	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102245	CPV-SHIRLEYS LOPEZ MARIMON	903155335	ZKL	17.07.2023		      30	PB0085967	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102245	CPV-SHIRLEYS LOPEZ MARIMON	903155335	ZKL	17.07.2023		      50	PB0076429	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		     130	PB0069806	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		     120	PB0074088	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		     110	PB0079615	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		     100	PB0089324	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      90	PB0080350	         0	COP	         3	         3	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      80	PB0076429	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      70	PB0085969	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      60	PB0069806	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      50	PB0076429	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      30	PB0085967	         0	COP	        14	        14	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      20	PB0079615	         0	COP	        15	        15	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	102352	RV - SOR MAYERLY CALEÑO VELASQUEZ	903155336	ZKL	17.07.2023		      10	PB0082915	         0	COP	        19	        19	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      10	PB0082915	         0	COP	        19	        19	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      20	PB0079615	         0	COP	        15	        15	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      30	PB0085967	         0	COP	        14	        14	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      50	PB0076429	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      60	PB0069806	         0	COP	         5	         5	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      70	PB0085969	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      80	PB0076429	         0	COP	         5	         5	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		      90	PB0080350	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		     110	PB0089324	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		     120	PB0074088	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		     130	PB0069806	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001468	SAO LA PLAZUELA CARTAGENA	903155337	ZKL	17.07.2023		     140	PB0086817	         0	COP	         1	         0	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		      10	PB0082915	         0	COP	        18	        18	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		      20	PB0079615	         0	COP	         6	         6	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		      30	PB0085967	         0	COP	         4	         4	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		      50	PB0076429	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		      60	PB0069806	         0	COP	         1	         1	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		      70	PB0085969	         0	COP	         3	         3	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		      80	PB0076429	         0	COP	         2	         2	UN	         0	B		B	A	A
	01	MODERNO	Picking	1. Pendiente de generación de Entrega	1000001469	SAO PORTAL DEL QUINDIO	903155338	ZKL	17.07.2023		     100	PB0085967	         0	COP	         1	         1	UN	         0	B		B	A	A
